Name,Year,Gender,State,Count
Jacob,2002.0,M,NC,980.0
Joshua,2002.0,M,NC,888.0
Madison,2002.0,F,NC,799.0
Christopher,2002.0,M,NC,775.0
Michael,2002.0,M,NC,767.0
Matthew,2002.0,M,NC,750.0
Hannah,2002.0,F,NC,722.0
Ethan,2002.0,M,NC,660.0
James,2002.0,M,NC,653.0
Jacob,2002.0,M,OK,436.0
Madison,2002.0,F,OK,357.0
Ethan,2002.0,M,OK,317.0
Emily,2002.0,F,OK,308.0
Joshua,2002.0,M,OK,304.0
Hannah,2002.0,F,OK,290.0
Caleb,2002.0,M,OK,270.0
Tyler,2002.0,M,OK,264.0
Matthew,2002.0,M,OK,249.0
Michael,2002.0,M,OK,248.0
Jacob,2002.0,M,ND,93.0
Ethan,2002.0,M,ND,89.0
Logan,2002.0,M,ND,72.0
Madison,2002.0,F,ND,70.0
Hannah,2002.0,F,ND,68.0
Emily,2002.0,F,ND,55.0
Joshua,2002.0,M,ND,53.0
Tyler,2002.0,M,ND,51.0
Hunter,2002.0,M,ND,50.0
Zachary,2002.0,M,ND,50.0
Joshua,2002.0,M,NM,187.0
Jacob,2002.0,M,NM,182.0
Isaiah,2002.0,M,NM,174.0
Matthew,2002.0,M,NM,169.0
Michael,2002.0,M,NM,153.0
Joseph,2002.0,M,NM,149.0
Alexis,2002.0,F,NM,144.0
Gabriel,2002.0,M,NM,139.0
Christopher,2002.0,M,NM,139.0
Alyssa,2002.0,F,NM,134.0
Ethan,2002.0,M,MT,79.0
Madison,2002.0,F,MT,77.0
Emily,2002.0,F,MT,72.0
Hannah,2002.0,F,MT,69.0
Jacob,2002.0,M,MT,65.0
Dylan,2002.0,M,MT,63.0
Logan,2002.0,M,MT,62.0
Tyler,2002.0,M,MT,61.0
Michael,2002.0,M,MT,57.0
Austin,2002.0,M,MT,55.0
Madison,2002.0,F,LA,520.0
Joshua,2002.0,M,LA,410.0
Jacob,2002.0,M,LA,409.0
Michael,2002.0,M,LA,398.0
Ethan,2002.0,M,LA,352.0
Emily,2002.0,F,LA,334.0
Christopher,2002.0,M,LA,329.0
Hannah,2002.0,F,LA,319.0
Cameron,2002.0,M,LA,311.0
Tyler,2002.0,M,LA,308.0
Jacob,2002.0,M,AR,327.0
Madison,2002.0,F,AR,283.0
Ethan,2002.0,M,AR,250.0
William,2002.0,M,AR,240.0
Hannah,2002.0,F,AR,231.0
Emily,2002.0,F,AR,223.0
Caleb,2002.0,M,AR,219.0
Joshua,2002.0,M,AR,211.0
Christopher,2002.0,M,AR,208.0
Matthew,2002.0,M,AR,206.0
William,2002.0,M,MS,336.0
Christopher,2002.0,M,MS,296.0
Joshua,2002.0,M,MS,286.0
James,2002.0,M,MS,286.0
Madison,2002.0,F,MS,264.0
Jacob,2002.0,M,MS,249.0
John,2002.0,M,MS,243.0
Michael,2002.0,M,MS,241.0
Hannah,2002.0,F,MS,212.0
Anna,2002.0,F,MS,206.0
Jacob,2002.0,M,WV,268.0
Madison,2002.0,F,WV,225.0
Hannah,2002.0,F,WV,215.0
Emily,2002.0,F,WV,212.0
Austin,2002.0,M,WV,190.0
Hunter,2002.0,M,WV,187.0
Ethan,2002.0,M,WV,176.0
James,2002.0,M,WV,166.0
Alexis,2002.0,F,WV,156.0
Christopher,2002.0,M,WV,155.0
William,2003.0,M,AL,616.0
Jacob,2003.0,M,AL,462.0
Joshua,2003.0,M,AL,442.0
James,2003.0,M,AL,409.0
Madison,2003.0,F,AL,408.0
Emma,2003.0,F,AL,407.0
John,2003.0,M,AL,390.0
Christopher,2003.0,M,AL,374.0
Michael,2003.0,M,AL,363.0
Emily,2003.0,F,AL,352.0
Emma,2003.0,F,ME,146.0
Jacob,2003.0,M,ME,137.0
Emily,2003.0,F,ME,116.0
Abigail,2003.0,F,ME,108.0
Hannah,2003.0,F,ME,108.0
Nicholas,2003.0,M,ME,106.0
Joshua,2003.0,M,ME,104.0
Madison,2003.0,F,ME,102.0
Matthew,2003.0,M,ME,97.0
Olivia,2003.0,F,ME,94.0
Jacob,2003.0,M,KY,622.0
Emily,2003.0,F,KY,473.0
James,2003.0,M,KY,456.0
Madison,2003.0,F,KY,448.0
Hannah,2003.0,F,KY,445.0
Ethan,2003.0,M,KY,435.0
William,2003.0,M,KY,429.0
Emma,2003.0,F,KY,386.0
Joshua,2003.0,M,KY,368.0
Matthew,2003.0,M,KY,360.0
Jacob,2003.0,M,OK,395.0
Ethan,2003.0,M,OK,324.0
Emily,2003.0,F,OK,311.0
Joshua,2003.0,M,OK,299.0
Madison,2003.0,F,OK,284.0
Emma,2003.0,F,OK,274.0
Michael,2003.0,M,OK,258.0
Caleb,2003.0,M,OK,244.0
Tyler,2003.0,M,OK,240.0
Hannah,2003.0,F,OK,239.0
Joshua,2003.0,M,NM,195.0
Jacob,2003.0,M,NM,194.0
Gabriel,2003.0,M,NM,154.0
Michael,2003.0,M,NM,150.0
Jose,2003.0,M,NM,149.0
Joseph,2003.0,M,NM,148.0
Isaiah,2003.0,M,NM,145.0
Daniel,2003.0,M,NM,143.0
Matthew,2003.0,M,NM,141.0
Alexis,2003.0,F,NM,118.0
Emma,2003.0,F,MT,83.0
Jacob,2003.0,M,MT,81.0
Hannah,2003.0,F,MT,73.0
Madison,2003.0,F,MT,71.0
Joshua,2003.0,M,MT,66.0
Ethan,2003.0,M,MT,65.0
Hunter,2003.0,M,MT,63.0
Tyler,2003.0,M,MT,62.0
Logan,2003.0,M,MT,62.0
Michael,2003.0,M,MT,58.0
Madison,2003.0,F,LA,455.0
Jacob,2003.0,M,LA,422.0
Ethan,2003.0,M,LA,385.0
Joshua,2003.0,M,LA,378.0
Emily,2003.0,F,LA,353.0
Michael,2003.0,M,LA,338.0
Christopher,2003.0,M,LA,332.0
Emma,2003.0,F,LA,328.0
Tyler,2003.0,M,LA,308.0
Hannah,2003.0,F,LA,297.0
Jacob,2003.0,M,WV,293.0
Madison,2003.0,F,WV,243.0
Emily,2003.0,F,WV,230.0
Hannah,2003.0,F,WV,196.0
Ethan,2003.0,M,WV,187.0
Matthew,2003.0,M,WV,169.0
Hunter,2003.0,M,WV,169.0
Tyler,2003.0,M,WV,165.0
Emma,2003.0,F,WV,159.0
Austin,2003.0,M,WV,158.0
William,2003.0,M,MS,334.0
Madison,2003.0,F,MS,303.0
Christopher,2003.0,M,MS,294.0
James,2003.0,M,MS,279.0
Jacob,2003.0,M,MS,263.0
Joshua,2003.0,M,MS,249.0
John,2003.0,M,MS,241.0
Michael,2003.0,M,MS,227.0
Ethan,2003.0,M,MS,211.0
Tyler,2003.0,M,MS,209.0
Jacob,2003.0,M,AR,286.0
Madison,2003.0,F,AR,272.0
Joshua,2003.0,M,AR,268.0
Ethan,2003.0,M,AR,266.0
Emily,2003.0,F,AR,255.0
William,2003.0,M,AR,228.0
Hannah,2003.0,F,AR,224.0
Michael,2003.0,M,AR,220.0
Caleb,2003.0,M,AR,204.0
John,2003.0,M,AR,202.0
Ethan,2004.0,M,ND,84.0
Madison,2004.0,F,ND,77.0
Emma,2004.0,F,ND,74.0
Jacob,2004.0,M,ND,73.0
Emily,2004.0,F,ND,65.0
Grace,2004.0,F,ND,60.0
Olivia,2004.0,F,ND,58.0
Hannah,2004.0,F,ND,57.0
Andrew,2004.0,M,ND,57.0
Logan,2004.0,M,ND,55.0
William,2004.0,M,SC,500.0
Jacob,2004.0,M,SC,393.0
Madison,2004.0,F,SC,373.0
James,2004.0,M,SC,371.0
Joshua,2004.0,M,SC,354.0
Christopher,2004.0,M,SC,344.0
Emily,2004.0,F,SC,341.0
Michael,2004.0,M,SC,327.0
John,2004.0,M,SC,298.0
Ethan,2004.0,M,SC,296.0
William,2004.0,M,TN,832.0
Jacob,2004.0,M,TN,723.0
Madison,2004.0,F,TN,592.0
Emma,2004.0,F,TN,587.0
Ethan,2004.0,M,TN,579.0
Emily,2004.0,F,TN,565.0
Joshua,2004.0,M,TN,560.0
James,2004.0,M,TN,524.0
Hannah,2004.0,F,TN,523.0
Michael,2004.0,M,TN,476.0
William,2004.0,M,AL,639.0
Jacob,2004.0,M,AL,462.0
John,2004.0,M,AL,422.0
Joshua,2004.0,M,AL,398.0
Emma,2004.0,F,AL,388.0
James,2004.0,M,AL,387.0
Madison,2004.0,F,AL,382.0
Christopher,2004.0,M,AL,347.0
Michael,2004.0,M,AL,347.0
Emily,2004.0,F,AL,335.0
Madison,2004.0,F,LA,431.0
Ethan,2004.0,M,LA,377.0
Joshua,2004.0,M,LA,370.0
Emma,2004.0,F,LA,362.0
Jacob,2004.0,M,LA,358.0
Emily,2004.0,F,LA,332.0
Michael,2004.0,M,LA,332.0
Christopher,2004.0,M,LA,311.0
William,2004.0,M,LA,304.0
Joseph,2004.0,M,LA,288.0
Jacob,2004.0,M,KY,484.0
Ethan,2004.0,M,KY,391.0
Madison,2004.0,F,KY,380.0
William,2004.0,M,KY,370.0
Emily,2004.0,F,KY,357.0
James,2004.0,M,KY,340.0
Hannah,2004.0,F,KY,312.0
Emma,2004.0,F,KY,286.0
Logan,2004.0,M,KY,279.0
Matthew,2004.0,M,KY,268.0
Madison,2004.0,F,AR,281.0
Emily,2004.0,F,AR,264.0
Jacob,2004.0,M,AR,258.0
William,2004.0,M,AR,250.0
Ethan,2004.0,M,AR,240.0
Joshua,2004.0,M,AR,236.0
Michael,2004.0,M,AR,227.0
James,2004.0,M,AR,207.0
Emma,2004.0,F,AR,200.0
Hunter,2004.0,M,AR,191.0
William,2004.0,M,MS,354.0
James,2004.0,M,MS,285.0
Madison,2004.0,F,MS,262.0
John,2004.0,M,MS,257.0
Joshua,2004.0,M,MS,247.0
Michael,2004.0,M,MS,243.0
Christopher,2004.0,M,MS,239.0
Jacob,2004.0,M,MS,233.0
Tyler,2004.0,M,MS,201.0
Emily,2004.0,F,MS,194.0
Madison,2004.0,F,MT,85.0
Jacob,2004.0,M,MT,71.0
Emma,2004.0,F,MT,70.0
Ethan,2004.0,M,MT,64.0
William,2004.0,M,MT,62.0
Joseph,2004.0,M,MT,57.0
Michael,2004.0,M,MT,57.0
Grace,2004.0,F,MT,55.0
Hunter,2004.0,M,MT,54.0
Wyatt,2004.0,M,MT,54.0
Jacob,2004.0,M,WV,260.0
Madison,2004.0,F,WV,214.0
Emily,2004.0,F,WV,203.0
Ethan,2004.0,M,WV,186.0
Hannah,2004.0,F,WV,176.0
Emma,2004.0,F,WV,165.0
Alexis,2004.0,F,WV,142.0
Logan,2004.0,M,WV,141.0
Tyler,2004.0,M,WV,140.0
Hunter,2004.0,M,WV,139.0
William,2005.0,M,TN,748.0
Jacob,2005.0,M,TN,645.0
Madison,2005.0,F,TN,601.0
Ethan,2005.0,M,TN,597.0
Emma,2005.0,F,TN,575.0
James,2005.0,M,TN,549.0
Emily,2005.0,F,TN,525.0
Joshua,2005.0,M,TN,515.0
Hannah,2005.0,F,TN,477.0
Andrew,2005.0,M,TN,463.0
Joshua,2005.0,M,NM,196.0
Isaiah,2005.0,M,NM,189.0
Jacob,2005.0,M,NM,165.0
Daniel,2005.0,M,NM,156.0
Elijah,2005.0,M,NM,141.0
Gabriel,2005.0,M,NM,140.0
Jose,2005.0,M,NM,140.0
Michael,2005.0,M,NM,136.0
Anthony,2005.0,M,NM,130.0
Joseph,2005.0,M,NM,127.0
Jacob,2005.0,M,OK,328.0
Ethan,2005.0,M,OK,318.0
Emma,2005.0,F,OK,280.0
Madison,2005.0,F,OK,278.0
Emily,2005.0,F,OK,274.0
Joshua,2005.0,M,OK,264.0
Michael,2005.0,M,OK,261.0
Hannah,2005.0,F,OK,248.0
William,2005.0,M,OK,236.0
Tyler,2005.0,M,OK,225.0
Jacob,2005.0,M,MT,85.0
Ethan,2005.0,M,MT,72.0
Emma,2005.0,F,MT,69.0
Madison,2005.0,F,MT,66.0
Michael,2005.0,M,MT,60.0
Olivia,2005.0,F,MT,58.0
Emily,2005.0,F,MT,57.0
Joseph,2005.0,M,MT,56.0
Logan,2005.0,M,MT,53.0
Ryan,2005.0,M,MT,52.0
Madison,2005.0,F,LA,418.0
Emma,2005.0,F,LA,338.0
Joshua,2005.0,M,LA,323.0
Ethan,2005.0,M,LA,322.0
Michael,2005.0,M,LA,313.0
Jacob,2005.0,M,LA,305.0
Emily,2005.0,F,LA,295.0
William,2005.0,M,LA,272.0
John,2005.0,M,LA,265.0
Christopher,2005.0,M,LA,264.0
William,2005.0,M,AL,550.0
Madison,2005.0,F,AL,403.0
Joshua,2005.0,M,AL,399.0
Emma,2005.0,F,AL,399.0
James,2005.0,M,AL,396.0
John,2005.0,M,AL,386.0
Michael,2005.0,M,AL,382.0
Jacob,2005.0,M,AL,376.0
Christopher,2005.0,M,AL,338.0
Emily,2005.0,F,AL,334.0
Jacob,2005.0,M,KY,553.0
Ethan,2005.0,M,KY,464.0
Madison,2005.0,F,KY,452.0
Emily,2005.0,F,KY,433.0
William,2005.0,M,KY,405.0
James,2005.0,M,KY,400.0
Emma,2005.0,F,KY,388.0
Joshua,2005.0,M,KY,352.0
Hannah,2005.0,F,KY,335.0
Matthew,2005.0,M,KY,335.0
Emily,2005.0,F,AR,264.0
Madison,2005.0,F,AR,264.0
Ethan,2005.0,M,AR,257.0
William,2005.0,M,AR,231.0
Jacob,2005.0,M,AR,226.0
Emma,2005.0,F,AR,217.0
Joshua,2005.0,M,AR,191.0
James,2005.0,M,AR,190.0
Michael,2005.0,M,AR,190.0
Caleb,2005.0,M,AR,182.0
Jacob,2005.0,M,WV,243.0
Madison,2005.0,F,WV,198.0
Emily,2005.0,F,WV,195.0
Ethan,2005.0,M,WV,171.0
Emma,2005.0,F,WV,169.0
Hunter,2005.0,M,WV,161.0
Hannah,2005.0,F,WV,136.0
Olivia,2005.0,F,WV,135.0
Logan,2005.0,M,WV,133.0
Andrew,2005.0,M,WV,131.0
William,2005.0,M,MS,336.0
James,2005.0,M,MS,287.0
Madison,2005.0,F,MS,271.0
John,2005.0,M,MS,237.0
Christopher,2005.0,M,MS,234.0
Jacob,2005.0,M,MS,233.0
Michael,2005.0,M,MS,222.0
Joshua,2005.0,M,MS,217.0
Ethan,2005.0,M,MS,199.0
Emma,2005.0,F,MS,186.0
Joshua,2006.0,M,NM,167.0
Isaiah,2006.0,M,NM,166.0
Gabriel,2006.0,M,NM,166.0
Daniel,2006.0,M,NM,154.0
Joseph,2006.0,M,NM,149.0
Jacob,2006.0,M,NM,145.0
Diego,2006.0,M,NM,144.0
Elijah,2006.0,M,NM,143.0
Michael,2006.0,M,NM,141.0
Matthew,2006.0,M,NM,135.0
William,2006.0,M,NC,890.0
Joshua,2006.0,M,NC,835.0
Jacob,2006.0,M,NC,783.0
Christopher,2006.0,M,NC,740.0
Michael,2006.0,M,NC,673.0
Madison,2006.0,F,NC,670.0
Emily,2006.0,F,NC,637.0
Ethan,2006.0,M,NC,616.0
James,2006.0,M,NC,607.0
Matthew,2006.0,M,NC,585.0
William,2006.0,M,SC,442.0
Madison,2006.0,F,SC,390.0
Christopher,2006.0,M,SC,364.0
James,2006.0,M,SC,346.0
Jacob,2006.0,M,SC,334.0
Joshua,2006.0,M,SC,331.0
Emma,2006.0,F,SC,284.0
John,2006.0,M,SC,281.0
Emily,2006.0,F,SC,273.0
Michael,2006.0,M,SC,273.0
Jacob,2006.0,M,KY,497.0
William,2006.0,M,KY,463.0
Ethan,2006.0,M,KY,428.0
Madison,2006.0,F,KY,418.0
James,2006.0,M,KY,367.0
Emma,2006.0,F,KY,352.0
Emily,2006.0,F,KY,346.0
Landon,2006.0,M,KY,339.0
Hannah,2006.0,F,KY,332.0
Logan,2006.0,M,KY,303.0
Jacob,2006.0,M,OK,345.0
Emma,2006.0,F,OK,283.0
Ethan,2006.0,M,OK,263.0
Madison,2006.0,F,OK,257.0
Joshua,2006.0,M,OK,239.0
Emily,2006.0,F,OK,237.0
William,2006.0,M,OK,220.0
Michael,2006.0,M,OK,216.0
Abigail,2006.0,F,OK,210.0
Logan,2006.0,M,OK,207.0
Jacob,2006.0,M,WV,199.0
Ethan,2006.0,M,WV,191.0
Madison,2006.0,F,WV,182.0
Logan,2006.0,M,WV,164.0
Hannah,2006.0,F,WV,153.0
Emily,2006.0,F,WV,142.0
Landon,2006.0,M,WV,136.0
Abigail,2006.0,F,WV,134.0
Alexis,2006.0,F,WV,130.0
Hunter,2006.0,M,WV,128.0
William,2006.0,M,AL,609.0
Jacob,2006.0,M,AL,432.0
James,2006.0,M,AL,422.0
Madison,2006.0,F,AL,385.0
Joshua,2006.0,M,AL,377.0
John,2006.0,M,AL,371.0
Emma,2006.0,F,AL,365.0
Michael,2006.0,M,AL,353.0
Jackson,2006.0,M,AL,346.0
Christopher,2006.0,M,AL,343.0
Madison,2006.0,F,AR,269.0
William,2006.0,M,AR,263.0
Jacob,2006.0,M,AR,243.0
Ethan,2006.0,M,AR,243.0
Emily,2006.0,F,AR,212.0
Emma,2006.0,F,AR,204.0
James,2006.0,M,AR,203.0
Landon,2006.0,M,AR,198.0
Joshua,2006.0,M,AR,191.0
Christopher,2006.0,M,AR,184.0
Madison,2006.0,F,LA,401.0
Ethan,2006.0,M,LA,321.0
Landon,2006.0,M,LA,319.0
Emma,2006.0,F,LA,318.0
Ava,2006.0,F,LA,309.0
Joshua,2006.0,M,LA,304.0
Jacob,2006.0,M,LA,292.0
Christopher,2006.0,M,LA,279.0
Noah,2006.0,M,LA,273.0
Michael,2006.0,M,LA,273.0
William,2006.0,M,MS,311.0
James,2006.0,M,MS,303.0
Madison,2006.0,F,MS,284.0
Joshua,2006.0,M,MS,252.0
Christopher,2006.0,M,MS,240.0
John,2006.0,M,MS,234.0
Michael,2006.0,M,MS,223.0
Jacob,2006.0,M,MS,219.0
Tyler,2006.0,M,MS,206.0
Ethan,2006.0,M,MS,204.0
Ethan,2007.0,M,MT,68.0
Madison,2007.0,F,MT,67.0
Emma,2007.0,F,MT,66.0
Logan,2007.0,M,MT,64.0
Jacob,2007.0,M,MT,61.0
Olivia,2007.0,F,MT,59.0
Noah,2007.0,M,MT,56.0
Mason,2007.0,M,MT,54.0
William,2007.0,M,MT,52.0
Addison,2007.0,F,MT,50.0
William,2007.0,M,NC,896.0
Jacob,2007.0,M,NC,829.0
Christopher,2007.0,M,NC,725.0
Joshua,2007.0,M,NC,722.0
Ethan,2007.0,M,NC,691.0
Madison,2007.0,F,NC,680.0
Michael,2007.0,M,NC,649.0
Emma,2007.0,F,NC,625.0
James,2007.0,M,NC,602.0
Noah,2007.0,M,NC,593.0
Ethan,2007.0,M,OK,324.0
Jacob,2007.0,M,OK,301.0
Emma,2007.0,F,OK,262.0
Joshua,2007.0,M,OK,255.0
Madison,2007.0,F,OK,247.0
Emily,2007.0,F,OK,240.0
Addison,2007.0,F,OK,234.0
William,2007.0,M,OK,222.0
James,2007.0,M,OK,217.0
Noah,2007.0,M,OK,217.0
William,2007.0,M,AL,551.0
James,2007.0,M,AL,426.0
Christopher,2007.0,M,AL,397.0
Emma,2007.0,F,AL,380.0
John,2007.0,M,AL,377.0
Jacob,2007.0,M,AL,376.0
Madison,2007.0,F,AL,361.0
Joshua,2007.0,M,AL,343.0
Jackson,2007.0,M,AL,310.0
Michael,2007.0,M,AL,302.0
Jacob,2007.0,M,WV,203.0
Ethan,2007.0,M,WV,179.0
Madison,2007.0,F,WV,175.0
Logan,2007.0,M,WV,147.0
Emma,2007.0,F,WV,145.0
Abigail,2007.0,F,WV,134.0
Emily,2007.0,F,WV,134.0
Austin,2007.0,M,WV,122.0
Michael,2007.0,M,WV,121.0
Hunter,2007.0,M,WV,121.0
Madison,2007.0,F,LA,351.0
Ava,2007.0,F,LA,330.0
Joshua,2007.0,M,LA,301.0
Jacob,2007.0,M,LA,298.0
Emma,2007.0,F,LA,297.0
Ethan,2007.0,M,LA,295.0
Michael,2007.0,M,LA,288.0
Christopher,2007.0,M,LA,285.0
Noah,2007.0,M,LA,268.0
Landon,2007.0,M,LA,263.0
William,2007.0,M,TN,699.0
Jacob,2007.0,M,TN,625.0
Ethan,2007.0,M,TN,563.0
James,2007.0,M,TN,544.0
Emma,2007.0,F,TN,542.0
Madison,2007.0,F,TN,535.0
Joshua,2007.0,M,TN,479.0
Jackson,2007.0,M,TN,469.0
Christopher,2007.0,M,TN,468.0
Michael,2007.0,M,TN,442.0
William,2007.0,M,AR,270.0
Jacob,2007.0,M,AR,239.0
Madison,2007.0,F,AR,225.0
Emma,2007.0,F,AR,223.0
Ethan,2007.0,M,AR,205.0
Jackson,2007.0,M,AR,204.0
Emily,2007.0,F,AR,201.0
Addison,2007.0,F,AR,192.0
Christopher,2007.0,M,AR,190.0
James,2007.0,M,AR,184.0
Jacob,2007.0,M,KY,479.0
William,2007.0,M,KY,442.0
Ethan,2007.0,M,KY,414.0
Madison,2007.0,F,KY,407.0
James,2007.0,M,KY,364.0
Emma,2007.0,F,KY,350.0
Emily,2007.0,F,KY,327.0
Logan,2007.0,M,KY,315.0
Addison,2007.0,F,KY,300.0
Noah,2007.0,M,KY,297.0
William,2007.0,M,MS,302.0
James,2007.0,M,MS,280.0
Christopher,2007.0,M,MS,270.0
Madison,2007.0,F,MS,267.0
John,2007.0,M,MS,263.0
Joshua,2007.0,M,MS,234.0
Ethan,2007.0,M,MS,215.0
Jacob,2007.0,M,MS,209.0
Michael,2007.0,M,MS,194.0
Jayden,2007.0,M,MS,190.0
William,2008.0,M,NC,888.0
Jacob,2008.0,M,NC,708.0
Joshua,2008.0,M,NC,706.0
Christopher,2008.0,M,NC,658.0
Emma,2008.0,F,NC,652.0
Ethan,2008.0,M,NC,622.0
Madison,2008.0,F,NC,622.0
Michael,2008.0,M,NC,599.0
James,2008.0,M,NC,582.0
Jayden,2008.0,M,NC,579.0
Ethan,2008.0,M,MT,66.0
Madison,2008.0,F,MT,63.0
Jacob,2008.0,M,MT,60.0
William,2008.0,M,MT,58.0
Olivia,2008.0,F,MT,56.0
Emma,2008.0,F,MT,55.0
Wyatt,2008.0,M,MT,53.0
Gabriel,2008.0,M,MT,50.0
Isabella,2008.0,F,MT,49.0
Sophia,2008.0,F,MT,48.0
William,2008.0,M,SC,457.0
Joshua,2008.0,M,SC,317.0
Christopher,2008.0,M,SC,314.0
Jayden,2008.0,M,SC,312.0
Madison,2008.0,F,SC,301.0
James,2008.0,M,SC,299.0
Jacob,2008.0,M,SC,299.0
Michael,2008.0,M,SC,292.0
John,2008.0,M,SC,287.0
Ethan,2008.0,M,SC,287.0
Isaiah,2008.0,M,NM,177.0
Daniel,2008.0,M,NM,160.0
Elijah,2008.0,M,NM,152.0
Jacob,2008.0,M,NM,149.0
Joshua,2008.0,M,NM,136.0
Michael,2008.0,M,NM,136.0
Jose,2008.0,M,NM,133.0
Noah,2008.0,M,NM,133.0
Christopher,2008.0,M,NM,129.0
Ethan,2008.0,M,NM,122.0
William,2008.0,M,KY,429.0
Jacob,2008.0,M,KY,392.0
Madison,2008.0,F,KY,359.0
Emma,2008.0,F,KY,352.0
James,2008.0,M,KY,330.0
Ethan,2008.0,M,KY,321.0
Landon,2008.0,M,KY,298.0
Brayden,2008.0,M,KY,295.0
Olivia,2008.0,F,KY,286.0
Abigail,2008.0,F,KY,284.0
William,2008.0,M,TN,705.0
Jacob,2008.0,M,TN,563.0
Madison,2008.0,F,TN,553.0
Emma,2008.0,F,TN,553.0
James,2008.0,M,TN,505.0
Ethan,2008.0,M,TN,486.0
Elijah,2008.0,M,TN,476.0
Joshua,2008.0,M,TN,465.0
Jackson,2008.0,M,TN,417.0
Christopher,2008.0,M,TN,391.0
Jacob,2008.0,M,AR,205.0
Ethan,2008.0,M,AR,203.0
William,2008.0,M,AR,202.0
Madison,2008.0,F,AR,191.0
Emma,2008.0,F,AR,190.0
Landon,2008.0,M,AR,174.0
Jackson,2008.0,M,AR,169.0
Joshua,2008.0,M,AR,169.0
Aiden,2008.0,M,AR,166.0
Emily,2008.0,F,AR,164.0
Madison,2008.0,F,LA,333.0
Ava,2008.0,F,LA,311.0
Emma,2008.0,F,LA,306.0
Ethan,2008.0,M,LA,301.0
Jayden,2008.0,M,LA,286.0
Christopher,2008.0,M,LA,285.0
Jacob,2008.0,M,LA,280.0
William,2008.0,M,LA,264.0
Michael,2008.0,M,LA,259.0
Joshua,2008.0,M,LA,249.0
Jacob,2008.0,M,WV,175.0
Emma,2008.0,F,WV,167.0
Madison,2008.0,F,WV,165.0
Ethan,2008.0,M,WV,132.0
Hunter,2008.0,M,WV,126.0
Landon,2008.0,M,WV,126.0
Noah,2008.0,M,WV,126.0
Abigail,2008.0,F,WV,123.0
Olivia,2008.0,F,WV,118.0
Emily,2008.0,F,WV,116.0
William,2008.0,M,MS,288.0
Madison,2008.0,F,MS,253.0
James,2008.0,M,MS,237.0
Christopher,2008.0,M,MS,226.0
Jayden,2008.0,M,MS,224.0
John,2008.0,M,MS,224.0
Joshua,2008.0,M,MS,215.0
Michael,2008.0,M,MS,193.0
Emma,2008.0,F,MS,191.0
Ethan,2008.0,M,MS,181.0
William,2009.0,M,GA,892.0
Christopher,2009.0,M,GA,712.0
Joshua,2009.0,M,GA,707.0
Madison,2009.0,F,GA,650.0
James,2009.0,M,GA,649.0
Jayden,2009.0,M,GA,641.0
Jacob,2009.0,M,GA,636.0
Michael,2009.0,M,GA,615.0
Christian,2009.0,M,GA,604.0
Ethan,2009.0,M,GA,594.0
Jacob,2009.0,M,KY,426.0
William,2009.0,M,KY,409.0
James,2009.0,M,KY,331.0
Emma,2009.0,F,KY,330.0
Ethan,2009.0,M,KY,313.0
Isabella,2009.0,F,KY,303.0
Noah,2009.0,M,KY,300.0
Landon,2009.0,M,KY,289.0
Madison,2009.0,F,KY,281.0
Olivia,2009.0,F,KY,279.0
William,2009.0,M,NC,792.0
Jacob,2009.0,M,NC,670.0
Christopher,2009.0,M,NC,638.0
Joshua,2009.0,M,NC,622.0
Noah,2009.0,M,NC,621.0
Ethan,2009.0,M,NC,586.0
Emma,2009.0,F,NC,586.0
Madison,2009.0,F,NC,572.0
Isabella,2009.0,F,NC,570.0
Michael,2009.0,M,NC,567.0
William,2009.0,M,SC,417.0
Jayden,2009.0,M,SC,292.0
Christopher,2009.0,M,SC,291.0
James,2009.0,M,SC,286.0
Joshua,2009.0,M,SC,284.0
Emma,2009.0,F,SC,283.0
Jacob,2009.0,M,SC,283.0
Madison,2009.0,F,SC,267.0
Michael,2009.0,M,SC,253.0
Jackson,2009.0,M,SC,250.0
William,2009.0,M,TN,644.0
Emma,2009.0,F,TN,460.0
Jacob,2009.0,M,TN,452.0
Madison,2009.0,F,TN,438.0
Joshua,2009.0,M,TN,437.0
Ethan,2009.0,M,TN,435.0
Noah,2009.0,M,TN,434.0
James,2009.0,M,TN,429.0
Elijah,2009.0,M,TN,418.0
Jackson,2009.0,M,TN,400.0
Jacob,2009.0,M,WV,157.0
Madison,2009.0,F,WV,149.0
Isabella,2009.0,F,WV,148.0
Hunter,2009.0,M,WV,139.0
Emma,2009.0,F,WV,136.0
Ethan,2009.0,M,WV,130.0
Noah,2009.0,M,WV,129.0
Logan,2009.0,M,WV,123.0
Aiden,2009.0,M,WV,123.0
Alexis,2009.0,F,WV,122.0
Emma,2009.0,F,MT,70.0
Isabella,2009.0,F,MT,61.0
Ethan,2009.0,M,MT,60.0
Wyatt,2009.0,M,MT,56.0
Olivia,2009.0,F,MT,54.0
Logan,2009.0,M,MT,53.0
Ava,2009.0,F,MT,52.0
Madison,2009.0,F,MT,49.0
Landon,2009.0,M,MT,49.0
William,2009.0,M,MT,49.0
William,2009.0,M,AL,508.0
James,2009.0,M,AL,343.0
Emma,2009.0,F,AL,336.0
Jacob,2009.0,M,AL,320.0
Madison,2009.0,F,AL,312.0
Jackson,2009.0,M,AL,307.0
John,2009.0,M,AL,305.0
