Name,Year,Gender,State,Count
Matthew,1984.0,M,VA,1085.0
Ashley,1984.0,F,VA,1076.0
James,1984.0,M,VA,1013.0
David,1984.0,M,VA,937.0
Joshua,1984.0,M,VA,916.0
John,1984.0,M,VA,871.0
Michael,1984.0,M,NH,298.0
Christopher,1984.0,M,NH,277.0
Matthew,1984.0,M,NH,275.0
Jennifer,1984.0,F,NH,258.0
Ryan,1984.0,M,NH,202.0
Jessica,1984.0,F,NH,200.0
Joshua,1984.0,M,NH,199.0
Sarah,1984.0,F,NH,181.0
Amanda,1984.0,F,NH,170.0
Adam,1984.0,M,NH,164.0
Michael,1984.0,M,DE,213.0
Matthew,1984.0,M,DE,184.0
Christopher,1984.0,M,DE,170.0
Jennifer,1984.0,F,DE,148.0
John,1984.0,M,DE,145.0
David,1984.0,M,DE,124.0
Jessica,1984.0,F,DE,122.0
Ashley,1984.0,F,DE,117.0
Joshua,1984.0,M,DE,99.0
William,1984.0,M,DE,96.0
Michael,1984.0,M,CO,938.0
Christopher,1984.0,M,CO,936.0
Matthew,1984.0,M,CO,814.0
Jessica,1984.0,F,CO,725.0
Jennifer,1984.0,F,CO,721.0
Joshua,1984.0,M,CO,686.0
David,1984.0,M,CO,600.0
Amanda,1984.0,F,CO,540.0
Ryan,1984.0,M,CO,532.0
Daniel,1984.0,M,CO,528.0
Michael,1985.0,M,AK,189.0
Christopher,1985.0,M,AK,180.0
Jessica,1985.0,F,AK,164.0
Joshua,1985.0,M,AK,145.0
Matthew,1985.0,M,AK,136.0
Jennifer,1985.0,F,AK,126.0
Daniel,1985.0,M,AK,118.0
Ryan,1985.0,M,AK,117.0
Amanda,1985.0,F,AK,117.0
David,1985.0,M,AK,116.0
Michael,1985.0,M,CT,1096.0
Christopher,1985.0,M,CT,867.0
Matthew,1985.0,M,CT,719.0
Jessica,1985.0,F,CT,654.0
Daniel,1985.0,M,CT,614.0
David,1985.0,M,CT,569.0
Jennifer,1985.0,F,CT,551.0
Ashley,1985.0,F,CT,473.0
Robert,1985.0,M,CT,469.0
John,1985.0,M,CT,447.0
Michael,1985.0,M,NJ,2580.0
Christopher,1985.0,M,NJ,1739.0
Matthew,1985.0,M,NJ,1390.0
Jessica,1985.0,F,NJ,1390.0
Jennifer,1985.0,F,NJ,1351.0
Daniel,1985.0,M,NJ,1322.0
Joseph,1985.0,M,NJ,1263.0
Robert,1985.0,M,NJ,1160.0
David,1985.0,M,NJ,1138.0
John,1985.0,M,NJ,1094.0
Michael,1985.0,M,MD,1213.0
Christopher,1985.0,M,MD,1059.0
Ashley,1985.0,F,MD,878.0
Matthew,1985.0,M,MD,786.0
Jennifer,1985.0,F,MD,759.0
Jessica,1985.0,F,MD,753.0
David,1985.0,M,MD,680.0
James,1985.0,M,MD,643.0
Daniel,1985.0,M,MD,635.0
Amanda,1985.0,F,MD,633.0
Christopher,1985.0,M,HI,239.0
Michael,1985.0,M,HI,224.0
Joshua,1985.0,M,HI,179.0
Ashley,1985.0,F,HI,165.0
Jennifer,1985.0,F,HI,163.0
Justin,1985.0,M,HI,155.0
Matthew,1985.0,M,HI,144.0
Jessica,1985.0,F,HI,142.0
David,1985.0,M,HI,136.0
Daniel,1985.0,M,HI,131.0
Christopher,1985.0,M,VA,1562.0
Michael,1985.0,M,VA,1461.0
Ashley,1985.0,F,VA,1311.0
Jessica,1985.0,F,VA,1240.0
Matthew,1985.0,M,VA,1130.0
Joshua,1985.0,M,VA,1069.0
James,1985.0,M,VA,1061.0
Amanda,1985.0,F,VA,935.0
Jennifer,1985.0,F,VA,929.0
David,1985.0,M,VA,919.0
Michael,1985.0,M,MA,2120.0
Matthew,1985.0,M,MA,1563.0
Christopher,1985.0,M,MA,1552.0
Daniel,1985.0,M,MA,1203.0
Jennifer,1985.0,F,MA,1123.0
Jessica,1985.0,F,MA,1020.0
David,1985.0,M,MA,978.0
John,1985.0,M,MA,967.0
Ryan,1985.0,M,MA,943.0
Andrew,1985.0,M,MA,928.0
Michael,1985.0,M,CO,910.0
Christopher,1985.0,M,CO,849.0
Matthew,1985.0,M,CO,726.0
Jessica,1985.0,F,CO,708.0
Joshua,1985.0,M,CO,658.0
Amanda,1985.0,F,CO,627.0
Jennifer,1985.0,F,CO,602.0
Daniel,1985.0,M,CO,580.0
Ryan,1985.0,M,CO,543.0
David,1985.0,M,CO,522.0
Michael,1985.0,M,CA,7212.0
Christopher,1985.0,M,CA,6718.0
Jessica,1985.0,F,CA,5535.0
Daniel,1985.0,M,CA,5453.0
David,1985.0,M,CA,5251.0
Jennifer,1985.0,F,CA,4965.0
Matthew,1985.0,M,CA,4510.0
Ashley,1985.0,F,CA,3928.0
Robert,1985.0,M,CA,3697.0
Joshua,1985.0,M,CA,3664.0
Michael,1985.0,M,NH,342.0
Matthew,1985.0,M,NH,275.0
Christopher,1985.0,M,NH,271.0
Joshua,1985.0,M,NH,231.0
Jessica,1985.0,F,NH,225.0
Jennifer,1985.0,F,NH,224.0
Amanda,1985.0,F,NH,224.0
Ryan,1985.0,M,NH,203.0
Sarah,1985.0,F,NH,174.0
Nicholas,1985.0,M,NH,170.0
Michael,1986.0,M,CT,1153.0
Christopher,1986.0,M,CT,772.0
Matthew,1986.0,M,CT,726.0
Jessica,1986.0,F,CT,704.0
Daniel,1986.0,M,CT,649.0
David,1986.0,M,CT,526.0
Jennifer,1986.0,F,CT,524.0
Ashley,1986.0,F,CT,490.0
John,1986.0,M,CT,482.0
Amanda,1986.0,F,CT,460.0
Michael,1986.0,M,NJ,2651.0
Christopher,1986.0,M,NJ,1757.0
Jessica,1986.0,F,NJ,1605.0
Matthew,1986.0,M,NJ,1473.0
Daniel,1986.0,M,NJ,1410.0
Jennifer,1986.0,F,NJ,1252.0
Joseph,1986.0,M,NJ,1185.0
David,1986.0,M,NJ,1163.0
Robert,1986.0,M,NJ,1149.0
John,1986.0,M,NJ,1104.0
Michael,1986.0,M,AK,170.0
Christopher,1986.0,M,AK,166.0
Jessica,1986.0,F,AK,158.0
Matthew,1986.0,M,AK,128.0
Amanda,1986.0,F,AK,122.0
Joshua,1986.0,M,AK,114.0
Ryan,1986.0,M,AK,113.0
David,1986.0,M,AK,107.0
Robert,1986.0,M,AK,104.0
James,1986.0,M,AK,103.0
Michael,1986.0,M,MD,1220.0
Christopher,1986.0,M,MD,1074.0
Ashley,1986.0,F,MD,982.0
Matthew,1986.0,M,MD,879.0
Jessica,1986.0,F,MD,876.0
David,1986.0,M,MD,707.0
Amanda,1986.0,F,MD,698.0
Robert,1986.0,M,MD,695.0
James,1986.0,M,MD,657.0
Jennifer,1986.0,F,MD,639.0
Michael,1986.0,M,NH,290.0
Matthew,1986.0,M,NH,288.0
Christopher,1986.0,M,NH,283.0
Amanda,1986.0,F,NH,257.0
Jessica,1986.0,F,NH,237.0
Ryan,1986.0,M,NH,222.0
Sarah,1986.0,F,NH,206.0
Joshua,1986.0,M,NH,205.0
Jennifer,1986.0,F,NH,205.0
Ashley,1986.0,F,NH,204.0
Michael,1986.0,M,MA,2198.0
Christopher,1986.0,M,MA,1522.0
Matthew,1986.0,M,MA,1484.0
Jessica,1986.0,F,MA,1198.0
Daniel,1986.0,M,MA,1157.0
Amanda,1986.0,F,MA,1045.0
Ashley,1986.0,F,MA,1002.0
Jennifer,1986.0,F,MA,958.0
David,1986.0,M,MA,954.0
Andrew,1986.0,M,MA,953.0
Christopher,1986.0,M,VA,1506.0
Michael,1986.0,M,VA,1452.0
Ashley,1986.0,F,VA,1435.0
Jessica,1986.0,F,VA,1334.0
James,1986.0,M,VA,1044.0
Matthew,1986.0,M,VA,1042.0
Amanda,1986.0,F,VA,971.0
Joshua,1986.0,M,VA,922.0
David,1986.0,M,VA,896.0
Brandon,1986.0,M,VA,884.0
Michael,1986.0,M,CA,7262.0
Christopher,1986.0,M,CA,6452.0
Jessica,1986.0,F,CA,5961.0
Daniel,1986.0,M,CA,5430.0
David,1986.0,M,CA,5296.0
Matthew,1986.0,M,CA,4697.0
Ashley,1986.0,F,CA,4412.0
Jennifer,1986.0,F,CA,4306.0
Andrew,1986.0,M,CA,3940.0
Robert,1986.0,M,CA,3725.0
Michael,1986.0,M,HI,246.0
Christopher,1986.0,M,HI,217.0
Ashley,1986.0,F,HI,209.0
Ryan,1986.0,M,HI,174.0
Matthew,1986.0,M,HI,171.0
Joshua,1986.0,M,HI,164.0
Justin,1986.0,M,HI,152.0
Brandon,1986.0,M,HI,150.0
Nicole,1986.0,F,HI,134.0
Jessica,1986.0,F,HI,133.0
Michael,1986.0,M,CO,904.0
Christopher,1986.0,M,CO,886.0
Jessica,1986.0,F,CO,806.0
Matthew,1986.0,M,CO,663.0
Joshua,1986.0,M,CO,655.0
Amanda,1986.0,F,CO,620.0
Ashley,1986.0,F,CO,619.0
David,1986.0,M,CO,584.0
Daniel,1986.0,M,CO,576.0
Ryan,1986.0,M,CO,570.0
Christopher,1987.0,M,HI,232.0
Ashley,1987.0,F,HI,213.0
Michael,1987.0,M,HI,189.0
Matthew,1987.0,M,HI,180.0
Joshua,1987.0,M,HI,172.0
Justin,1987.0,M,HI,168.0
Jessica,1987.0,F,HI,160.0
Ryan,1987.0,M,HI,146.0
Brandon,1987.0,M,HI,132.0
Daniel,1987.0,M,HI,119.0
Michael,1987.0,M,MD,1246.0
Christopher,1987.0,M,MD,1065.0
Ashley,1987.0,F,MD,1056.0
Jessica,1987.0,F,MD,900.0
Matthew,1987.0,M,MD,849.0
Amanda,1987.0,F,MD,819.0
David,1987.0,M,MD,743.0
James,1987.0,M,MD,686.0
Andrew,1987.0,M,MD,671.0
Daniel,1987.0,M,MD,619.0
Michael,1987.0,M,NJ,2781.0
Christopher,1987.0,M,NJ,1698.0
Jessica,1987.0,F,NJ,1632.0
Matthew,1987.0,M,NJ,1593.0
Daniel,1987.0,M,NJ,1400.0
Joseph,1987.0,M,NJ,1302.0
Ashley,1987.0,F,NJ,1261.0
Amanda,1987.0,F,NJ,1176.0
David,1987.0,M,NJ,1162.0
John,1987.0,M,NJ,1128.0
Christopher,1987.0,M,AK,174.0
Michael,1987.0,M,AK,173.0
Jessica,1987.0,F,AK,156.0
Amanda,1987.0,F,AK,121.0
Ashley,1987.0,F,AK,120.0
Matthew,1987.0,M,AK,120.0
Ryan,1987.0,M,AK,105.0
Joshua,1987.0,M,AK,101.0
Robert,1987.0,M,AK,96.0
Justin,1987.0,M,AK,94.0
Michael,1987.0,M,CT,1184.0
Christopher,1987.0,M,CT,853.0
Matthew,1987.0,M,CT,795.0
Jessica,1987.0,F,CT,765.0
Daniel,1987.0,M,CT,635.0
Ashley,1987.0,F,CT,580.0
Amanda,1987.0,F,CT,538.0
David,1987.0,M,CT,513.0
Andrew,1987.0,M,CT,506.0
John,1987.0,M,CT,483.0
Christopher,1987.0,M,NH,318.0
Michael,1987.0,M,NH,315.0
Matthew,1987.0,M,NH,287.0
Amanda,1987.0,F,NH,270.0
Ashley,1987.0,F,NH,247.0
Joshua,1987.0,M,NH,244.0
Jessica,1987.0,F,NH,243.0
Sarah,1987.0,F,NH,230.0
Andrew,1987.0,M,NH,226.0
Ryan,1987.0,M,NH,223.0
Michael,1987.0,M,MA,2256.0
Matthew,1987.0,M,MA,1565.0
Christopher,1987.0,M,MA,1488.0
Jessica,1987.0,F,MA,1278.0
Amanda,1987.0,F,MA,1214.0
Ashley,1987.0,F,MA,1211.0
Daniel,1987.0,M,MA,1195.0
David,1987.0,M,MA,1043.0
Andrew,1987.0,M,MA,1012.0
John,1987.0,M,MA,962.0
Michael,1987.0,M,CA,7449.0
Jessica,1987.0,F,CA,6843.0
Christopher,1987.0,M,CA,6510.0
Daniel,1987.0,M,CA,5408.0
David,1987.0,M,CA,5305.0
Ashley,1987.0,F,CA,4978.0
Matthew,1987.0,M,CA,4693.0
Andrew,1987.0,M,CA,4379.0
Jennifer,1987.0,F,CA,4282.0
Amanda,1987.0,F,CA,3875.0
Ashley,1987.0,F,VA,1514.0
Christopher,1987.0,M,VA,1496.0
Michael,1987.0,M,VA,1460.0
Jessica,1987.0,F,VA,1422.0
Matthew,1987.0,M,VA,1119.0
Amanda,1987.0,F,VA,1032.0
Joshua,1987.0,M,VA,1032.0
James,1987.0,M,VA,1011.0
David,1987.0,M,VA,930.0
Robert,1987.0,M,VA,874.0
Michael,1987.0,M,DE,236.0
Jessica,1987.0,F,DE,190.0
Ashley,1987.0,F,DE,178.0
Christopher,1987.0,M,DE,174.0
Matthew,1987.0,M,DE,149.0
Amanda,1987.0,F,DE,136.0
David,1987.0,M,DE,129.0
James,1987.0,M,DE,126.0
John,1987.0,M,DE,119.0
Andrew,1987.0,M,DE,114.0
Michael,1988.0,M,MD,1329.0
Christopher,1988.0,M,MD,1036.0
Ashley,1988.0,F,MD,1002.0
Matthew,1988.0,M,MD,900.0
Jessica,1988.0,F,MD,866.0
Amanda,1988.0,F,MD,736.0
James,1988.0,M,MD,712.0
Joshua,1988.0,M,MD,693.0
David,1988.0,M,MD,674.0
Andrew,1988.0,M,MD,666.0
Michael,1988.0,M,NJ,2854.0
Christopher,1988.0,M,NJ,1747.0
Matthew,1988.0,M,NJ,1633.0
Jessica,1988.0,F,NJ,1485.0
Daniel,1988.0,M,NJ,1376.0
Ashley,1988.0,F,NJ,1267.0
Joseph,1988.0,M,NJ,1262.0
John,1988.0,M,NJ,1189.0
David,1988.0,M,NJ,1185.0
Robert,1988.0,M,NJ,1125.0
Michael,1988.0,M,CT,1152.0
Christopher,1988.0,M,CT,843.0
Matthew,1988.0,M,CT,789.0
Jessica,1988.0,F,CT,686.0
Daniel,1988.0,M,CT,634.0
Ashley,1988.0,F,CT,595.0
David,1988.0,M,CT,525.0
Amanda,1988.0,F,CT,511.0
John,1988.0,M,CT,483.0
Joseph,1988.0,M,CT,472.0
Michael,1988.0,M,NH,319.0
Matthew,1988.0,M,NH,305.0
Christopher,1988.0,M,NH,265.0
Joshua,1988.0,M,NH,247.0
Ashley,1988.0,F,NH,234.0
Ryan,1988.0,M,NH,229.0
Jessica,1988.0,F,NH,222.0
Nicholas,1988.0,M,NH,216.0
Amanda,1988.0,F,NH,216.0
Sarah,1988.0,F,NH,214.0
Michael,1988.0,M,MA,2054.0
Matthew,1988.0,M,MA,1515.0
Christopher,1988.0,M,MA,1471.0
Jessica,1988.0,F,MA,1110.0
Daniel,1988.0,M,MA,1103.0
Ashley,1988.0,F,MA,1082.0
Amanda,1988.0,F,MA,1077.0
Andrew,1988.0,M,MA,1019.0
David,1988.0,M,MA,968.0
Nicholas,1988.0,M,MA,945.0
Michael,1988.0,M,AK,181.0
Christopher,1988.0,M,AK,141.0
Jessica,1988.0,F,AK,134.0
Joshua,1988.0,M,AK,108.0
James,1988.0,M,AK,107.0
David,1988.0,M,AK,100.0
Matthew,1988.0,M,AK,99.0
Amanda,1988.0,F,AK,99.0
Ashley,1988.0,F,AK,98.0
Joseph,1988.0,M,AK,93.0
Michael,1988.0,M,HI,199.0
Joshua,1988.0,M,HI,191.0
Christopher,1988.0,M,HI,188.0
Ashley,1988.0,F,HI,168.0
Matthew,1988.0,M,HI,163.0
Jessica,1988.0,F,HI,159.0
Justin,1988.0,M,HI,157.0
Ryan,1988.0,M,HI,137.0
Brandon,1988.0,M,HI,126.0
James,1988.0,M,HI,120.0
Christopher,1988.0,M,VA,1460.0
Ashley,1988.0,F,VA,1440.0
Michael,1988.0,M,VA,1396.0
Jessica,1988.0,F,VA,1324.0
Matthew,1988.0,M,VA,1131.0
Joshua,1988.0,M,VA,1104.0
Amanda,1988.0,F,VA,1003.0
James,1988.0,M,VA,987.0
Justin,1988.0,M,VA,892.0
Brittany,1988.0,F,VA,884.0
Michael,1988.0,M,WA,1085.0
Jessica,1988.0,F,WA,929.0
Christopher,1988.0,M,WA,917.0
Ashley,1988.0,F,WA,854.0
Joshua,1988.0,M,WA,787.0
Amanda,1988.0,F,WA,780.0
Andrew,1988.0,M,WA,722.0
Matthew,1988.0,M,WA,705.0
Ryan,1988.0,M,WA,652.0
David,1988.0,M,WA,652.0
Michael,1988.0,M,DE,241.0
Matthew,1988.0,M,DE,164.0
Ashley,1988.0,F,DE,163.0
Christopher,1988.0,M,DE,159.0
Jessica,1988.0,F,DE,158.0
Amanda,1988.0,F,DE,143.0
Joshua,1988.0,M,DE,126.0
John,1988.0,M,DE,126.0
Andrew,1988.0,M,DE,124.0
David,1988.0,M,DE,118.0
Michael,1989.0,M,CT,1136.0
Christopher,1989.0,M,CT,814.0
Matthew,1989.0,M,CT,789.0
Daniel,1989.0,M,CT,607.0
Jessica,1989.0,F,CT,595.0
Ashley,1989.0,F,CT,571.0
David,1989.0,M,CT,531.0
Andrew,1989.0,M,CT,511.0
Amanda,1989.0,F,CT,499.0
John,1989.0,M,CT,463.0
Michael,1989.0,M,NJ,2983.0
Christopher,1989.0,M,NJ,1856.0
Matthew,1989.0,M,NJ,1704.0
Daniel,1989.0,M,NJ,1476.0
Jessica,1989.0,F,NJ,1421.0
Joseph,1989.0,M,NJ,1374.0
John,1989.0,M,NJ,1303.0
Ashley,1989.0,F,NJ,1277.0
Robert,1989.0,M,NJ,1156.0
Amanda,1989.0,F,NJ,1144.0
Michael,1989.0,M,NH,323.0
Matthew,1989.0,M,NH,286.0
Christopher,1989.0,M,NH,264.0
Ryan,1989.0,M,NH,254.0
Nicholas,1989.0,M,NH,249.0
Jessica,1989.0,F,NH,241.0
Amanda,1989.0,F,NH,225.0
Joshua,1989.0,M,NH,221.0
Ashley,1989.0,F,NH,219.0
Samantha,1989.0,F,NH,204.0
Michael,1989.0,M,MA,2255.0
Christopher,1989.0,M,MA,1613.0
Matthew,1989.0,M,MA,1501.0
Daniel,1989.0,M,MA,1184.0
Ashley,1989.0,F,MA,1081.0
Andrew,1989.0,M,MA,1071.0
Jessica,1989.0,F,MA,1055.0
Nicholas,1989.0,M,MA,1054.0
Amanda,1989.0,F,MA,1021.0
John,1989.0,M,MA,995.0
Michael,1989.0,M,MD,1340.0
Christopher,1989.0,M,MD,1061.0
Ashley,1989.0,F,MD,963.0
Brittany,1989.0,F,MD,905.0
Matthew,1989.0,M,MD,901.0
Jessica,1989.0,F,MD,829.0
Joshua,1989.0,M,MD,762.0
David,1989.0,M,MD,719.0
James,1989.0,M,MD,714.0
Amanda,1989.0,F,MD,707.0
Michael,1989.0,M,AK,159.0
Christopher,1989.0,M,AK,131.0
Joshua,1989.0,M,AK,123.0
Matthew,1989.0,M,AK,116.0
Jessica,1989.0,F,AK,112.0
Ashley,1989.0,F,AK,106.0
Sarah,1989.0,F,AK,93.0
Amanda,1989.0,F,AK,93.0
David,1989.0,M,AK,93.0
James,1989.0,M,AK,89.0
Joshua,1989.0,M,HI,221.0
Michael,1989.0,M,HI,212.0
Christopher,1989.0,M,HI,187.0
Ashley,1989.0,F,HI,155.0
Matthew,1989.0,M,HI,145.0
Jessica,1989.0,F,HI,138.0
Nicole,1989.0,F,HI,137.0
Justin,1989.0,M,HI,136.0
Ryan,1989.0,M,HI,127.0
Daniel,1989.0,M,HI,116.0
Michael,1989.0,M,VA,1532.0
Christopher,1989.0,M,VA,1493.0
Jessica,1989.0,F,VA,1254.0
Brittany,1989.0,F,VA,1247.0
Ashley,1989.0,F,VA,1234.0
Joshua,1989.0,M,VA,1187.0
Matthew,1989.0,M,VA,1132.0
James,1989.0,M,VA,996.0
William,1989.0,M,VA,912.0
David,1989.0,M,VA,884.0
Michael,1989.0,M,CA,7854.0
Jessica,1989.0,F,CA,6532.0
Christopher,1989.0,M,CA,6488.0
Daniel,1989.0,M,CA,5602.0
David,1989.0,M,CA,5349.0
Matthew,1989.0,M,CA,4746.0
Ashley,1989.0,F,CA,4506.0
Andrew,1989.0,M,CA,4413.0
Joshua,1989.0,M,CA,4290.0
Jose,1989.0,M,CA,4178.0
Michael,1989.0,M,DE,246.0
Christopher,1989.0,M,DE,188.0
Matthew,1989.0,M,DE,172.0
Ashley,1989.0,F,DE,161.0
Joshua,1989.0,M,DE,140.0
Jessica,1989.0,F,DE,137.0
Amanda,1989.0,F,DE,136.0
James,1989.0,M,DE,128.0
Andrew,1989.0,M,DE,127.0
David,1989.0,M,DE,124.0
Michael,1990.0,M,NH,311.0
Christopher,1990.0,M,NH,300.0
Matthew,1990.0,M,NH,295.0
Joshua,1990.0,M,NH,238.0
Nicholas,1990.0,M,NH,231.0
Ryan,1990.0,M,NH,216.0
Jessica,1990.0,F,NH,209.0
Ashley,1990.0,F,NH,200.0
Sarah,1990.0,F,NH,197.0
Andrew,1990.0,M,NH,187.0
Michael,1990.0,M,AK,197.0
Christopher,1990.0,M,AK,151.0
Joshua,1990.0,M,AK,114.0
Jessica,1990.0,F,AK,112.0
Matthew,1990.0,M,AK,100.0
David,1990.0,M,AK,99.0
Ashley,1990.0,F,AK,96.0
James,1990.0,M,AK,95.0
Andrew,1990.0,M,AK,95.0
Amanda,1990.0,F,AK,92.0
Joshua,1990.0,M,HI,212.0
Michael,1990.0,M,HI,205.0
Ashley,1990.0,F,HI,186.0
Christopher,1990.0,M,HI,181.0
Justin,1990.0,M,HI,169.0
Jessica,1990.0,F,HI,144.0
Matthew,1990.0,M,HI,142.0
Jordan,1990.0,M,HI,135.0
Ryan,1990.0,M,HI,125.0
Nicole,1990.0,F,HI,122.0
Michael,1990.0,M,CT,1127.0
Christopher,1990.0,M,CT,761.0
Matthew,1990.0,M,CT,739.0
Daniel,1990.0,M,CT,565.0
Jessica,1990.0,F,CT,564.0
Ryan,1990.0,M,CT,518.0
Ashley,1990.0,F,CT,515.0
Nicholas,1990.0,M,CT,510.0
Joseph,1990.0,M,CT,491.0
David,1990.0,M,CT,480.0
Michael,1990.0,M,MD,1338.0
Christopher,1990.0,M,MD,1080.0
Brittany,1990.0,F,MD,902.0
Matthew,1990.0,M,MD,885.0
Ashley,1990.0,F,MD,883.0
Jessica,1990.0,F,MD,798.0
Joshua,1990.0,M,MD,769.0
David,1990.0,M,MD,708.0
James,1990.0,M,MD,699.0
John,1990.0,M,MD,651.0
Michael,1990.0,M,NJ,2875.0
Christopher,1990.0,M,NJ,1803.0
Matthew,1990.0,M,NJ,1655.0
Daniel,1990.0,M,NJ,1390.0
Joseph,1990.0,M,NJ,1333.0
Jessica,1990.0,F,NJ,1330.0
John,1990.0,M,NJ,1200.0
Ashley,1990.0,F,NJ,1164.0
Amanda,1990.0,F,NJ,1137.0
Anthony,1990.0,M,NJ,1112.0
Michael,1990.0,M,MA,2142.0
Matthew,1990.0,M,MA,1550.0
Christopher,1990.0,M,MA,1545.0
Daniel,1990.0,M,MA,1105.0
Jessica,1990.0,F,MA,1049.0
Nicholas,1990.0,M,MA,1036.0
Andrew,1990.0,M,MA,1002.0
Joseph,1990.0,M,MA,976.0
Ashley,1990.0,F,MA,955.0
Amanda,1990.0,F,MA,949.0
Christopher,1990.0,M,VA,1499.0
Michael,1990.0,M,VA,1478.0
Joshua,1990.0,M,VA,1241.0
Brittany,1990.0,F,VA,1229.0
Jessica,1990.0,F,VA,1192.0
Ashley,1990.0,F,VA,1161.0
Matthew,1990.0,M,VA,1093.0
James,1990.0,M,VA,1016.0
Amanda,1990.0,F,VA,845.0
William,1990.0,M,VA,842.0
Michael,1990.0,M,CA,8238.0
Jessica,1990.0,F,CA,6631.0
Christopher,1990.0,M,CA,6615.0
Daniel,1990.0,M,CA,5761.0
David,1990.0,M,CA,5346.0
Jose,1990.0,M,CA,4911.0
Matthew,1990.0,M,CA,4883.0
Andrew,1990.0,M,CA,4545.0
Ashley,1990.0,F,CA,4535.0
Joshua,1990.0,M,CA,4302.0
Michael,1990.0,M,IL,3435.0
Matthew,1990.0,M,IL,2233.0
Jessica,1990.0,F,IL,2081.0
Ashley,1990.0,F,IL,2061.0
Christopher,1990.0,M,IL,2052.0
Daniel,1990.0,M,IL,1882.0
David,1990.0,M,IL,1548.0
Joshua,1990.0,M,IL,1534.0
Brittany,1990.0,F,IL,1524.0
Nicholas,1990.0,M,IL,1523.0
Michael,1991.0,M,CT,1074.0
Christopher,1991.0,M,CT,725.0
Matthew,1991.0,M,CT,707.0
Ashley,1991.0,F,CT,506.0
Nicholas,1991.0,M,CT,504.0
Jessica,1991.0,F,CT,487.0
Daniel,1991.0,M,CT,477.0
John,1991.0,M,CT,458.0
Ryan,1991.0,M,CT,453.0
Joseph,1991.0,M,CT,447.0
Michael,1991.0,M,AK,149.0
Christopher,1991.0,M,AK,123.0
Jessica,1991.0,F,AK,107.0
James,1991.0,M,AK,106.0
Joshua,1991.0,M,AK,104.0
Ashley,1991.0,F,AK,103.0
Matthew,1991.0,M,AK,96.0
John,1991.0,M,AK,86.0
Daniel,1991.0,M,AK,85.0
Amanda,1991.0,F,AK,85.0
Michael,1991.0,M,NJ,2669.0
Christopher,1991.0,M,NJ,1662.0
Matthew,1991.0,M,NJ,1617.0
Joseph,1991.0,M,NJ,1327.0
Jessica,1991.0,F,NJ,1232.0
Daniel,1991.0,M,NJ,1218.0
Ashley,1991.0,F,NJ,1116.0
Anthony,1991.0,M,NJ,1065.0
John,1991.0,M,NJ,1058.0
Kevin,1991.0,M,NJ,1037.0
Joshua,1991.0,M,HI,194.0
Michael,1991.0,M,HI,185.0
Ashley,1991.0,F,HI,157.0
Matthew,1991.0,M,HI,155.0
Christopher,1991.0,M,HI,152.0
Ryan,1991.0,M,HI,142.0
